code,description,last_updated
Y801,Physical medicine devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices,2025-09-07
Y802,"Physical medicine devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices",2025-09-07
Y803,"Physical medicine devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures)",2025-09-07
Y808,"Physical medicine devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified",2025-09-07
Y81,General- and plastic-surgery devices associated with adverse incidents,2025-09-07
Y810,General- and plastic-surgery devices associated with adverse incidents: Diagnostic and monitoring devices,2025-09-07
Y811,General- and plastic-surgery devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices,2025-09-07
Y812,"General- and plastic-surgery devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices",2025-09-07
Y813,"General- and plastic-surgery devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures)",2025-09-07
Y818,"General- and plastic-surgery devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified",2025-09-07
Y82,Other and unspecified medical devices associated with adverse incidents,2025-09-07
Y820,Other and unspecified medical devices associated with adverse incidents: Diagnostic and monitoring devices,2025-09-07
Y821,Other and unspecified medical devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices,2025-09-07
Y822,"Other and unspecified medical devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices",2025-09-07
Y823,"Other and unspecified medical devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures)",2025-09-07
Y828,"Other and unspecified medical devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified",2025-09-07
Y83,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",2025-09-07
Y830,Surgical operation with transplant of whole organ,2025-09-07
Y831,Surgical operation with implant of artificial internal device,2025-09-07
Y832,"Surgical operation with anastomosis, bypass or graft",2025-09-07
Y833,Surgical operation with formation of external stoma,2025-09-07
Y834,Other reconstructive surgery,2025-09-07
Y835,Amputation of limb(s),2025-09-07
Y836,Removal of other organ (partial) (total),2025-09-07
Y838,Other surgical procedures,2025-09-07
Y839,"Surgical procedure, unspecified",2025-09-07
Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",2025-09-07
Y840,Cardiac catheterization,2025-09-07
Y841,Kidney dialysis,2025-09-07
Y842,Radiological procedure and radiotherapy,2025-09-07
Y843,Shock therapy,2025-09-07
Y844,Aspiration of fluid,2025-09-07
Y845,Insertion of gastric or duodenal sound,2025-09-07
Y846,Urinary catheterization,2025-09-07
Y847,Blood-sampling,2025-09-07
Y848,Other medical procedures,2025-09-07
Y849,"Medical procedure, unspecified",2025-09-07
Y85,Sequelae of transport accidents,2025-09-07
Y850,Sequelae of motor-vehicle accident,2025-09-07
Y859,Sequelae of other and unspecified transport accidents,2025-09-07
Y86,Sequelae of other accidents,2025-09-07
Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent",2025-09-07
Y870,Sequelae of intentional self-harm,2025-09-07
Y871,Sequelae of assault,2025-09-07
Y872,Sequelae of events of undetermined intent,2025-09-07
Y88,Sequelae with surgical and medical care as external cause,2025-09-07
Y880,"Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use",2025-09-07
Y881,Sequelae of misadventures to patients during surgical and medical procedures,2025-09-07
Y882,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,2025-09-07
Y883,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",2025-09-07
Y89,Sequelae of other external causes,2025-09-07
Y890,Sequelae of legal intervention,2025-09-07
Y891,Sequelae of war operations,2025-09-07
Y899,Sequelae of unspecified external cause,2025-09-07
Y90,Evidence of alcohol involvement determined by blood alcohol level,2025-09-07
Y900,Blood alcohol level of less than 20 mg/100 ml,2025-09-07
Y901,Blood alcohol level of 20-39 mg/100 ml,2025-09-07
Y902,Blood alcohol level of 40-59 mg/100 ml,2025-09-07
Y903,Blood alcohol level of 60-79 mg/100 ml,2025-09-07
Y904,Blood alcohol level of 80-99 mg/100 ml,2025-09-07
Y905,Blood alcohol level of 100-119 mg/100 ml,2025-09-07
Y906,Blood alcohol level of 120-199 mg/100 ml,2025-09-07
Y907,Blood alcohol level of 200-239 mg/100 ml,2025-09-07
Y908,Blood alcohol level of 240 mg/100 ml or more,2025-09-07
Y909,"Presence of alcohol in blood, level not specified",2025-09-07
Y91,Evidence of alcohol involvement determined by level of intoxication,2025-09-07
Y910,Mild alcohol intoxication,2025-09-07
Y911,Moderate alcohol intoxication,2025-09-07
Y912,Severe alcohol intoxication,2025-09-07
Y913,Very severe alcohol intoxication,2025-09-07
Y919,"Alcohol involvement, not otherwise specified",2025-09-07
Y95,Nosocomial condition,2025-09-07
Y96,Work-related condition,2025-09-07
Y97,Environmental-pollution-related condition,2025-09-07
Y98,Lifestyle-related condition,2025-09-07
Z00,General examination and investigation of persons without complaint and reported diagnosis,2025-09-07
Z000,General medical examination,2025-09-07
Z001,Routine child health examination,2025-09-07
Z002,Examination for period of rapid growth in childhood,2025-09-07
Z003,Examination for adolescent development state,2025-09-07
Z004,"General psychiatric examination, not elsewhere classified",2025-09-07
Z005,Examination of potential donor of organ and tissue,2025-09-07
Z006,Examination for normal comparison and control in clinical research programme,2025-09-07
Z008,Other general examinations,2025-09-07
Z01,Other special examinations and investigations of persons without complaint or reported diagnosis,2025-09-07
Z010,Examination of eyes and vision,2025-09-07
Z011,Examination of ears and hearing,2025-09-07
Z012,Dental examination,2025-09-07
Z013,Examination of blood pressure,2025-09-07
Z014,Gynaecological examination (general)(routine),2025-09-07
Z015,Diagnostic skin and sensitization tests,2025-09-07
Z016,"Radiological examination, not elsewhere classified",2025-09-07
Z017,Laboratory examination,2025-09-07
Z018,Other specified special examinations,2025-09-07
Z019,"Special examination, unspecified",2025-09-07
Z02,Examination and encounter for administrative purposes,2025-09-07
Z020,Examination for admission to educational institution,2025-09-07
Z021,Pre-employment examination,2025-09-07
Z022,Examination for admission to residential institutions,2025-09-07
Z023,Examination for recruitment to armed forces,2025-09-07
Z024,Examination for driving licence,2025-09-07
Z025,Examination for participation in sport,2025-09-07
Z026,Examination for insurance purposes,2025-09-07
Z027,Issue of medical certificate,2025-09-07
Z028,Other examinations for administrative purposes,2025-09-07
Z029,"Examination for administrative purposes, unspecified",2025-09-07
Z03,"Medical observation and evaluation for suspected diseases and conditions, ruled out",2025-09-07
Z030,Observation for suspected tuberculosis,2025-09-07
Z031,Observation for suspected malignant neoplasm,2025-09-07
Z032,Observation for suspected mental and behavioural disorders,2025-09-07
Z033,Observation for suspected nervous system disorder,2025-09-07
Z034,Observation for suspected myocardial infarction,2025-09-07
Z035,Observation for other suspected cardiovascular diseases,2025-09-07
Z036,Observation for suspected toxic effect from ingested substance,2025-09-07
Z038,Observation for other suspected diseases and conditions,2025-09-07
Z039,"Observation for suspected disease or condition, unspecified",2025-09-07
Z04,Examination and observation for other reasons,2025-09-07
Z040,Blood-alcohol and blood-drug test,2025-09-07
Z041,Examination and observation following transport accident,2025-09-07
Z042,Examination and observation following work accident,2025-09-07
Z043,Examination and observation following other accident,2025-09-07
Z044,Examination and observation following alleged rape and seduction,2025-09-07
Z045,Examination and observation following other inflicted injury,2025-09-07
Z046,"General psychiatric examination, requested by authority",2025-09-07
Z048,Examination and observation for other specified reasons,2025-09-07
Z049,Examination and observation for unspecified reason,2025-09-07
Z08,Follow-up examination after treatment for malignant neoplasms,2025-09-07
Z080,Follow-up examination after surgery for malignant neoplasm,2025-09-07
Z081,Follow-up examination after radiotherapy for malignant neoplasm,2025-09-07
Z082,Follow-up examination after chemotherapy for malignant neoplasm,2025-09-07
Z087,Follow-up examination after combined treatment for malignant neoplasm,2025-09-07
Z088,Follow-up examination after other treatment for malignant neoplasm,2025-09-07
Z089,Follow-up examination after unspecified treatment for malignant neoplasm,2025-09-07
Z09,Follow-up examination after treatment for conditions other than malignant neoplasms,2025-09-07
Z090,Follow-up examination after surgery for other conditions,2025-09-07
Z091,Follow-up examination after radiotherapy for other conditions,2025-09-07
Z092,Follow-up examination after chemotherapy for other conditions,2025-09-07
Z093,Follow-up examination after psychotherapy,2025-09-07
Z094,Follow-up examination after treatment of fracture,2025-09-07
Z097,Follow-up examination after combined treatment for other conditions,2025-09-07
Z098,Follow-up examination after other treatment for other conditions,2025-09-07
Z099,Follow-up examination after unspecified treatment for other conditions,2025-09-07
Z10,Routine general health check-up of defined subpopulation,2025-09-07
Z100,Occupational health examination,2025-09-07
Z101,Routine general health check-up of inhabitants of institutions,2025-09-07
Z102,Routine general health check-up of armed forces,2025-09-07
Z103,Routine general health check-up of sports teams,2025-09-07
Z108,Routine general health check-up of other defined subpopulations,2025-09-07
Z11,Special screening examination for infectious and parasitic diseases,2025-09-07
Z110,Special screening examination for intestinal infectious diseases,2025-09-07
Z111,Special screening examination for respiratory tuberculosis,2025-09-07
Z112,Special screening examination for other bacterial diseases,2025-09-07
Z113,Special screening examination for infections with a predominantly sexual mode of transmission,2025-09-07
Z114,Special screening examination for human immunodeficiency virus [HIV],2025-09-07
Z115,Special screening examination for other viral diseases,2025-09-07
Z116,Special screening examination for other protozoal diseases and helminthiases,2025-09-07
Z118,Special screening examination for other infectious and parasitic diseases,2025-09-07
Z119,"Special screening examination for infectious and parasitic diseases, unspecified",2025-09-07
Z12,Special screening examination for neoplasms,2025-09-07
Z120,Special screening examination for neoplasm of stomach,2025-09-07
Z121,Special screening examination for neoplasm of intestinal tract,2025-09-07
Z122,Special screening examination for neoplasm of respiratory organs,2025-09-07
Z123,Special screening examination for neoplasm of breast,2025-09-07
Z124,Special screening examination for neoplasm of cervix,2025-09-07
Z125,Special screening examination for neoplasm of prostate,2025-09-07
Z126,Special screening examination for neoplasm of bladder,2025-09-07
Z128,Special screening examination for neoplasms of other sites,2025-09-07
Z129,"Special screening examination for neoplasm, unspecified",2025-09-07
Z13,Special screening examination for other diseases and disorders,2025-09-07
Z130,Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2025-09-07
Z131,Special screening examination for diabetes mellitus,2025-09-07
Z132,Special screening examination for nutritional disorders,2025-09-07
Z133,Special screening examination for mental and behavioural disorders,2025-09-07
Z134,Special screening examination for certain developmental disorders in childhood,2025-09-07
Z135,Special screening examination for eye and ear disorders,2025-09-07
